,Date,Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Size,Year,Month,Day,IsHoliday_False,IsHoliday_True,Type_A,Type_B,Type_C,Weekly_Sales
993,2011-09-09,6.0,80.21,3.546,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.3980304,6.925,202505.0,2011.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,1483574.38
994,2011-09-16,6.0,84.94,3.526,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.5797506,6.925,202505.0,2011.0,9.0,16.0,1.0,0.0,1.0,0.0,0.0,1351407.79
995,2011-09-23,6.0,78.49,3.467,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.9188471,6.925,202505.0,2011.0,9.0,23.0,1.0,0.0,1.0,0.0,0.0,1336044.75
996,2011-09-30,6.0,82.51,3.355,4740.545,364.57,36.26,1176.0925,2726.2075000000004,218.2579435,6.925,202505.0,2011.0,9.0,30.0,1.0,0.0,1.0,0.0,0.0,1307551.92
997,2011-10-07,6.0,74.1,3.285,4740.545,364.57,36.26,1176.0925,2726.2075000000004,218.59704,6.551,202505.0,2011.0,10.0,7.0,1.0,0.0,1.0,0.0,0.0,1481739.2
998,2011-10-14,6.0,71.24,3.274,4740.545,364.57,36.26,1176.0925,2726.2075000000004,218.9109844,6.551,202505.0,2011.0,10.0,14.0,1.0,0.0,1.0,0.0,0.0,1386520.99
999,2011-10-21,6.0,68.53,3.353,4740.545,364.57,36.26,1176.0925,2726.2075000000004,219.0740167,6.551,202505.0,2011.0,10.0,21.0,1.0,0.0,1.0,0.0,0.0,1417922.3699999999
1000,2011-10-28,6.0,69.51,3.372,4740.545,364.57,36.26,1176.0925,2726.2075000000004,219.237049,6.551,202505.0,2011.0,10.0,28.0,1.0,0.0,1.0,0.0,0.0,1419445.12
1001,2011-11-04,6.0,58.54,3.332,4740.545,364.57,36.26,1176.0925,2726.2075000000004,219.4000812,6.551,202505.0,2011.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,1523420.38
1002,2011-11-11,6.0,61.33,3.297,12590.41,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,202505.0,2011.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,1536176.54
1003,2011-11-18,6.0,63.89,3.308,4649.8,304.36,205.38,687.88,7949.26,219.7897137,6.551,202505.0,2011.0,11.0,18.0,1.0,0.0,1.0,0.0,0.0,1524390.07
1004,2011-11-25,6.0,62.78,3.236,429.03,171.88,36.26,15.0,986.23,220.0417412,6.551,202505.0,2011.0,11.0,25.0,0.0,1.0,1.0,0.0,0.0,2249811.55
1005,2011-12-02,6.0,51.18,3.172,6264.18,74.94,36.26,3904.82,2727.135,220.2937686,6.551,202505.0,2011.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,1688531.34
1006,2011-12-09,6.0,43.64,3.158,5473.33,42.0,282.45,4436.51,2727.135,220.5457961,6.551,202505.0,2011.0,12.0,9.0,1.0,0.0,1.0,0.0,0.0,1903385.14
1007,2011-12-16,6.0,53.27,3.159,7070.01,27.0,36.26,508.56,4788.85,220.7671856,6.551,202505.0,2011.0,12.0,16.0,1.0,0.0,1.0,0.0,0.0,2034695.56
1008,2011-12-23,6.0,49.45,3.112,2143.54,55.54,36.26,23.41,5336.5,220.9477245,6.551,202505.0,2011.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,2644633.02
1009,2011-12-30,6.0,46.8,3.129,6098.54,364.57,326.68,814.58,2728.99,221.1282634,6.551,202505.0,2011.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0,1598080.52
1010,2012-01-06,6.0,50.82,3.157,3220.17,364.57,108.24,985.76,6650.63,221.3088023,6.132,202505.0,2012.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1395339.71
1011,2012-01-13,6.0,48.33,3.261,4779.48,364.57,65.72,575.13,4512.18,221.4893412,6.132,202505.0,2012.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,1344243.17
1012,2012-01-20,6.0,55.37,3.268,3413.91,1540.99,33.02,449.06,6587.63,221.5831306,6.132,202505.0,2012.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,1326255.7
1013,2012-01-27,6.0,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,202505.0,2012.0,1.0,27.0,1.0,0.0,1.0,0.0,0.0,1315610.66
1014,2012-02-03,6.0,57.45,3.36,4743.58,1772.68,161.55,1176.425,7151.33,221.7707093,6.132,202505.0,2012.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1496305.78
1015,2012-02-10,6.0,48.58,3.409,12635.19,364.57,68.45,1176.425,6779.43,221.8644987,6.132,202505.0,2012.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,1620603.92
1016,2012-02-17,6.0,49.03,3.51,13182.32,364.57,12.82,6129.29,7603.05,222.026359,6.132,202505.0,2012.0,2.0,17.0,1.0,0.0,1.0,0.0,0.0,1632616.09
1017,2012-02-24,6.0,59.17,3.555,9198.08,364.57,10.6,642.13,5539.68,222.2392726,6.132,202505.0,2012.0,2.0,24.0,1.0,0.0,1.0,0.0,0.0,1465187.71
1018,2012-03-02,6.0,60.32,3.63,4743.58,618.72,14.35,1176.425,4968.92,222.4521862,6.132,202505.0,2012.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1550385.65
1019,2012-03-09,6.0,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,202505.0,2012.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,1569304.4
1020,2012-03-16,6.0,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,202505.0,2012.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0,1748010.29
1021,2012-03-23,6.0,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,202505.0,2012.0,3.0,23.0,1.0,0.0,1.0,0.0,0.0,1495143.62
1022,2012-03-30,6.0,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,202505.0,2012.0,3.0,30.0,1.0,0.0,1.0,0.0,0.0,1508933.26
1023,2012-04-06,6.0,71.6,3.891,9199.63,364.57,24.6,4044.88,4314.27,223.0419298,5.964,202505.0,2012.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,1840131.19
1024,2012-04-13,6.0,71.29,3.891,4634.18,364.57,18.04,1544.21,2875.46,223.1163529,5.964,202505.0,2012.0,4.0,13.0,1.0,0.0,1.0,0.0,0.0,1616394.45
1025,2012-04-20,6.0,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,202505.0,2012.0,4.0,20.0,1.0,0.0,1.0,0.0,0.0,1456073.24
1026,2012-04-27,6.0,71.5,3.814,2564.41,1.49,15.54,9.94,2556.36,223.2254871,5.964,202505.0,2012.0,4.0,27.0,1.0,0.0,1.0,0.0,0.0,1456221.1
1027,2012-05-04,6.0,77.66,3.749,13643.53,266.0,117.27,5455.98,2773.56,223.2800541,5.964,202505.0,2012.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1543461.12
1028,2012-05-11,6.0,72.66,3.688,10658.74,364.57,133.22,3312.9,9700.64,223.3346212,5.964,202505.0,2012.0,5.0,11.0,1.0,0.0,1.0,0.0,0.0,1517075.67
1029,2012-05-18,6.0,70.5,3.63,6414.56,364.57,52.03,495.43,2991.72,223.3511928,5.964,202505.0,2012.0,5.0,18.0,1.0,0.0,1.0,0.0,0.0,1513635.64
1030,2012-05-25,6.0,78.47,3.561,7694.17,364.57,36.26,1331.9,4852.27,223.3525662,5.964,202505.0,2012.0,5.0,25.0,1.0,0.0,1.0,0.0,0.0,1603793.42
1031,2012-06-01,6.0,80.39,3.501,8267.68,16.0,36.26,1904.81,3517.55,223.3539397,5.964,202505.0,2012.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1681121.38
1032,2012-06-08,6.0,80.5,3.452,11150.2,188.6,63.7,859.54,6294.81,223.3553131,5.964,202505.0,2012.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,1696619.52
1033,2012-06-15,6.0,82.1,3.393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,202505.0,2012.0,6.0,15.0,1.0,0.0,1.0,0.0,0.0,1642247.48
1034,2012-06-22,6.0,81.2,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,202505.0,2012.0,6.0,22.0,1.0,0.0,1.0,0.0,0.0,1618272.25
1035,2012-06-29,6.0,87.35,3.286,3997.4,231.9,36.26,262.44,4182.9,223.4506878,5.964,202505.0,2012.0,6.0,29.0,1.0,0.0,1.0,0.0,0.0,1648863.46
1036,2012-07-06,6.0,82.95,3.227,6087.24,254.9,205.95,3655.34,5715.69,223.4919851,5.668,202505.0,2012.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,1876359.39
1037,2012-07-13,6.0,80.27,3.256,8413.69,113.45,39.42,5516.18,2724.98,223.5332824,5.668,202505.0,2012.0,7.0,13.0,1.0,0.0,1.0,0.0,0.0,1588142.26
1038,2012-07-20,6.0,81.57,3.311,3762.14,148.95,18.43,3197.56,7560.36,223.5424501,5.668,202505.0,2012.0,7.0,20.0,1.0,0.0,1.0,0.0,0.0,1574361.97
1039,2012-07-27,6.0,85.78,3.407,7017.6,203.26,8.11,1176.425,3340.02,223.5516178,5.668,202505.0,2012.0,7.0,27.0,1.0,0.0,1.0,0.0,0.0,1513229.16
1040,2012-08-03,6.0,87.55,3.417,4743.58,141.14,19.13,1176.425,6069.02,223.5607856,5.668,202505.0,2012.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,1627274.93
1041,2012-08-10,6.0,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,202505.0,2012.0,8.0,10.0,1.0,0.0,1.0,0.0,0.0,1588380.73
1042,2012-08-17,6.0,87.53,3.571,5433.03,171.64,0.01,4968.35,4940.37,223.6510224,5.668,202505.0,2012.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,1543049.52
1043,2012-08-24,6.0,79.03,3.62,5492.77,103.36,50.0,5268.21,6277.08,223.7860175,5.668,202505.0,2012.0,8.0,24.0,1.0,0.0,1.0,0.0,0.0,1501095.49
1044,2012-08-31,6.0,83.58,3.638,4743.58,111.57,16.74,1176.425,4002.59,223.9210125,5.668,202505.0,2012.0,8.0,31.0,1.0,0.0,1.0,0.0,0.0,1577439.81
1045,2012-09-07,6.0,86.33,3.73,14105.12,47.96,24.6,3040.62,3558.18,224.0560076,5.668,202505.0,2012.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,1608077.01
1046,2012-09-14,6.0,76.41,3.717,11072.87,22.0,6.01,3871.46,2727.135,224.2004678,5.668,202505.0,2012.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,1375166.86
1047,2012-09-21,6.0,70.81,3.721,8735.97,3.82,6.15,855.06,9092.57,224.4017192,5.668,202505.0,2012.0,9.0,21.0,1.0,0.0,1.0,0.0,0.0,1425603.65
1048,2012-09-28,6.0,77.82,3.666,4181.54,7.64,1.65,1952.69,2447.92,224.6029706,5.668,202505.0,2012.0,9.0,28.0,1.0,0.0,1.0,0.0,0.0,1369131.46
1049,2012-10-05,6.0,70.84,3.617,9663.09,364.57,40.93,3720.0,5941.24,224.804222,5.329,202505.0,2012.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,1518177.71
1050,2012-10-12,6.0,65.43,3.601,1905.34,364.57,13.83,559.5,8706.87,225.0054733,5.329,202505.0,2012.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,1459396.84
1051,2012-10-19,6.0,69.68,3.594,1476.45,364.57,3.1,31.32,4080.57,225.0501013,5.329,202505.0,2012.0,10.0,19.0,1.0,0.0,1.0,0.0,0.0,1436883.99
1052,2012-10-26,6.0,72.34,3.506,6827.59,53.07,36.26,319.25,1881.27,225.0686254,5.329,202505.0,2012.0,10.0,26.0,1.0,0.0,1.0,0.0,0.0,1431426.34
1053,2012-11-02,6.0,58.38,3.386,13494.41,364.57,34.79,5549.32,6682.4,225.0871495,5.329,202505.0,2012.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,960746.04
1054,2012-11-09,6.0,66.68,3.314,10750.41,1244.27,11.32,524.64,4196.85,225.1056736,5.329,202505.0,2012.0,11.0,9.0,1.0,0.0,1.0,0.0,0.0,960746.04
1055,2012-11-16,6.0,56.16,3.252,7849.78,146.12,64.7,957.54,8467.19,225.1376976,5.329,202505.0,2012.0,11.0,16.0,1.0,0.0,1.0,0.0,0.0,960746.04
1056,2012-11-23,6.0,60.28,3.211,849.7,364.57,36.26,212.36,1963.4,225.1877216,5.329,202505.0,2012.0,11.0,23.0,0.0,1.0,1.0,0.0,0.0,960746.04
1057,2012-11-30,6.0,56.18,3.207,4463.06,364.57,36.26,94.88,9459.61,225.2377455,5.329,202505.0,2012.0,11.0,30.0,1.0,0.0,1.0,0.0,0.0,960746.04
1058,2012-12-07,6.0,64.25,3.198,11880.41,364.57,36.26,3127.97,2727.135,225.2877694,5.329,202505.0,2012.0,12.0,7.0,1.0,0.0,1.0,0.0,0.0,960746.04
1059,2012-12-14,6.0,51.31,3.168,5687.4,364.57,83.26,469.15,6390.63,225.3479355,5.329,202505.0,2012.0,12.0,14.0,1.0,0.0,1.0,0.0,0.0,960746.04
1060,2012-12-21,6.0,58.51,3.098,5511.3,35.96,240.32,10.0,4165.9,225.4689545,5.329,202505.0,2012.0,12.0,21.0,1.0,0.0,1.0,0.0,0.0,960746.04
1061,2012-12-28,6.0,46.57,3.108,12663.68,364.57,36.26,46.98,1668.09,225.5899734,5.329,202505.0,2012.0,12.0,28.0,0.0,1.0,1.0,0.0,0.0,960746.04
1062,2013-01-04,6.0,40.46,3.161,2958.8,364.57,27.18,24.85,4190.08,225.7109924,5.372,202505.0,2013.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,960746.04
1063,2013-01-11,6.0,48.26,3.243,5510.29,364.57,-0.86,693.1,3418.77,225.8320114,5.372,202505.0,2013.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,960746.04
1064,2013-01-18,6.0,44.94,3.237,3311.95,1697.99,5.34,3.0,2403.96,225.8649753,5.372,202505.0,2013.0,1.0,18.0,1.0,0.0,1.0,0.0,0.0,960746.04
1065,2013-01-25,6.0,57.35,3.227,1541.93,751.92,0.6,40.61,1107.6,225.8627173,5.372,202505.0,2013.0,1.0,25.0,1.0,0.0,1.0,0.0,0.0,960746.04
1066,2013-02-01,6.0,58.57,3.244,12770.23,1088.16,36.26,1176.425,4436.09,225.8604592,5.372,202505.0,2013.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,960746.04
1067,2013-02-08,6.0,60.55,3.417,4743.58,1335.25,240.3,1176.425,6567.44,225.8582011,5.372,202505.0,2013.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,960746.04
1068,2013-02-15,6.0,53.36,3.475,4743.58,364.57,203.0,1176.425,7911.9,225.8980588,5.372,202505.0,2013.0,2.0,15.0,1.0,0.0,1.0,0.0,0.0,960746.04
1069,2013-02-22,6.0,54.57,3.597,12528.67,364.57,29.98,270.37,3771.58,226.0432059,5.372,202505.0,2013.0,2.0,22.0,1.0,0.0,1.0,0.0,0.0,960746.04
1070,2013-03-01,6.0,50.08,3.711,5999.24,578.17,2.0,155.0,5362.39,226.1883529,5.372,202505.0,2013.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,960746.04
1071,2013-03-08,6.0,55.31,3.658,4743.58,212.69,79.91,1176.425,3778.9,226.3335,5.372,202505.0,2013.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,960746.04
1072,2013-03-15,6.0,59.18,3.622,8035.95,364.57,8.69,613.44,3328.21,226.4615074,5.372,202505.0,2013.0,3.0,15.0,1.0,0.0,1.0,0.0,0.0,960746.04
1073,2013-03-22,6.0,65.87,3.611,11497.72,364.57,36.26,2351.98,2772.72,226.5466657,5.372,202505.0,2013.0,3.0,22.0,1.0,0.0,1.0,0.0,0.0,960746.04
1074,2013-03-29,6.0,54.23,3.606,6162.8,364.57,36.26,32.03,3690.59,226.6318239,5.372,202505.0,2013.0,3.0,29.0,1.0,0.0,1.0,0.0,0.0,960746.04
1075,2013-04-05,6.0,61.4,3.583,13894.83,364.57,36.26,1436.84,3152.22,226.7169822,5.285,202505.0,2013.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,960746.04
1076,2013-04-12,6.0,63.11,3.529,5772.74,180.35,97.82,1027.37,3742.94,226.8021404,5.285,202505.0,2013.0,4.0,12.0,1.0,0.0,1.0,0.0,0.0,960746.04
1077,2013-04-19,6.0,68.65,3.451,2218.26,9.04,95.2,13.38,1664.93,226.8021404,5.285,202505.0,2013.0,4.0,19.0,1.0,0.0,1.0,0.0,0.0,960746.04
1078,2013-04-26,6.0,60.91,3.417,2848.95,364.57,112.6,179.66,2553.43,226.8021404,5.285,202505.0,2013.0,4.0,26.0,1.0,0.0,1.0,0.0,0.0,960746.04
1079,2013-05-03,6.0,68.17,3.386,11882.48,22.88,36.92,4788.84,2648.71,182.7640032,7.806,202505.0,2013.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,960746.04
1080,2013-05-10,6.0,66.6,3.392,4028.93,321.9,53.47,537.54,2727.135,182.7640032,7.806,202505.0,2013.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,960746.04
1081,2013-05-17,6.0,72.28,3.454,7729.62,190.96,9.5,1285.36,4751.3,182.7640032,7.806,202505.0,2013.0,5.0,17.0,1.0,0.0,1.0,0.0,0.0,960746.04
1082,2013-05-24,6.0,78.46,3.494,5842.49,194.86,368.14,1000.8,7037.72,182.7640032,7.806,202505.0,2013.0,5.0,24.0,1.0,0.0,1.0,0.0,0.0,960746.04
1083,2013-05-31,6.0,77.49,3.466,5849.58,251.75,36.26,1.92,3945.71,182.7640032,7.806,202505.0,2013.0,5.0,31.0,1.0,0.0,1.0,0.0,0.0,960746.04
1084,2013-06-07,6.0,79.63,3.439,15657.52,1059.99,36.26,6795.91,7037.09,182.7640032,7.806,202505.0,2013.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,960746.04
1085,2013-06-14,6.0,80.91,3.431,4061.92,651.6,36.26,3838.56,2825.36,182.7640032,7.806,202505.0,2013.0,6.0,14.0,1.0,0.0,1.0,0.0,0.0,960746.04
1086,2013-06-21,6.0,83.53,3.479,6264.97,669.13,357.59,5171.26,6955.91,182.7640032,7.806,202505.0,2013.0,6.0,21.0,1.0,0.0,1.0,0.0,0.0,960746.04
1087,2013-06-28,6.0,86.14,3.495,5463.09,1071.94,210.1,4666.78,8341.22,182.7640032,7.806,202505.0,2013.0,6.0,28.0,1.0,0.0,1.0,0.0,0.0,960746.04
1088,2013-07-05,6.0,82.98,3.422,14374.85,4054.24,36.26,1176.425,2385.16,182.7640032,7.806,202505.0,2013.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,960746.04
1089,2013-07-12,6.0,85.91,3.4,13456.91,1783.4,114.92,1133.32,6330.81,182.7640032,7.806,202505.0,2013.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,960746.04
1090,2013-07-19,6.0,79.11,3.556,2124.1,693.74,270.3,671.53,3867.01,182.7640032,7.806,202505.0,2013.0,7.0,19.0,1.0,0.0,1.0,0.0,0.0,960746.04
1091,2013-07-26,6.0,84.42,3.62,543.69,798.02,16.05,70.4,2648.37,182.7640032,7.806,202505.0,2013.0,7.0,26.0,1.0,0.0,1.0,0.0,0.0,960746.04
1092,2010-02-05,7.0,10.53,2.58,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.3816974,9.014,70713.0,2010.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,496725.44
1093,2010-02-12,7.0,25.9,2.572,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4642725,9.014,70713.0,2010.0,2.0,12.0,0.0,1.0,0.0,1.0,0.0,524104.92
1094,2010-02-19,7.0,27.28,2.55,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.5340998,9.014,70713.0,2010.0,2.0,19.0,1.0,0.0,0.0,1.0,0.0,506760.54000000004
1095,2010-02-26,7.0,24.91,2.586,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6018023,9.014,70713.0,2010.0,2.0,26.0,1.0,0.0,0.0,1.0,0.0,496083.24
1096,2010-03-05,7.0,35.86,2.62,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6695049,9.014,70713.0,2010.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,491419.55000000005
1097,2010-03-12,7.0,27.25,2.684,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.7372075,9.014,70713.0,2010.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,480452.1
1098,2010-03-19,7.0,29.04,2.692,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.734262,9.014,70713.0,2010.0,3.0,19.0,1.0,0.0,0.0,1.0,0.0,574450.23
1099,2010-03-26,7.0,23.33,2.717,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.7195417,9.014,70713.0,2010.0,3.0,26.0,1.0,0.0,0.0,1.0,0.0,514731.60000000003
1100,2010-04-02,7.0,38.26,2.725,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.7048215,8.963,70713.0,2010.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,561145.14
1101,2010-04-09,7.0,33.79,2.75,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6901012,8.963,70713.0,2010.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,484263.25
1102,2010-04-16,7.0,41.89,2.765,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6628845,8.963,70713.0,2010.0,4.0,16.0,1.0,0.0,0.0,1.0,0.0,406228.19
1103,2010-04-23,7.0,43.07,2.776,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6190057,8.963,70713.0,2010.0,4.0,23.0,1.0,0.0,0.0,1.0,0.0,404751.25
1104,2010-04-30,7.0,38.99,2.766,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.575127,8.963,70713.0,2010.0,4.0,30.0,1.0,0.0,0.0,1.0,0.0,373655.61
1105,2010-05-07,7.0,40.07,2.771,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.5312483,8.963,70713.0,2010.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,395453.83
1106,2010-05-14,7.0,41.41,2.788,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4904116,8.963,70713.0,2010.0,5.0,14.0,1.0,0.0,0.0,1.0,0.0,372673.61
1107,2010-05-21,7.0,46.6,2.776,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.467827,8.963,70713.0,2010.0,5.0,21.0,1.0,0.0,0.0,1.0,0.0,395195.65
1108,2010-05-28,7.0,54.24,2.737,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4452425,8.963,70713.0,2010.0,5.0,28.0,1.0,0.0,0.0,1.0,0.0,442734.55
1109,2010-06-04,7.0,53.63,2.7,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.422658,8.963,70713.0,2010.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,509183.22000000003
1110,2010-06-11,7.0,63.59,2.684,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4000734,8.963,70713.0,2010.0,6.0,11.0,1.0,0.0,0.0,1.0,0.0,498580.87
1111,2010-06-18,7.0,52.7,2.674,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4185259,8.963,70713.0,2010.0,6.0,18.0,1.0,0.0,0.0,1.0,0.0,481144.09
1112,2010-06-25,7.0,59.94,2.715,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4533931,8.963,70713.0,2010.0,6.0,25.0,1.0,0.0,0.0,1.0,0.0,553714.87
1113,2010-07-02,7.0,61.31,2.728,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.4882603,9.017,70713.0,2010.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,575570.77
1114,2010-07-09,7.0,58.0,2.711,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.5231276,9.017,70713.0,2010.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,593462.34
1115,2010-07-16,7.0,62.19,2.699,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.6125456,9.017,70713.0,2010.0,7.0,16.0,1.0,0.0,0.0,1.0,0.0,557166.35
1116,2010-07-23,7.0,64.64,2.691,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.774698,9.017,70713.0,2010.0,7.0,23.0,1.0,0.0,0.0,1.0,0.0,570231.21
1117,2010-07-30,7.0,66.07,2.69,4740.545,364.57,36.26,1176.0925,2726.2075000000004,189.9368504,9.017,70713.0,2010.0,7.0,30.0,1.0,0.0,0.0,1.0,0.0,603547.16
1118,2010-08-06,7.0,61.7,2.69,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.0990028,9.017,70713.0,2010.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,643854.17
1119,2010-08-13,7.0,60.13,2.723,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.2611552,9.017,70713.0,2010.0,8.0,13.0,1.0,0.0,0.0,1.0,0.0,598185.4
1120,2010-08-20,7.0,59.59,2.732,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.2948237,9.017,70713.0,2010.0,8.0,20.0,1.0,0.0,0.0,1.0,0.0,582353.17
1121,2010-08-27,7.0,57.57,2.731,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.3284922,9.017,70713.0,2010.0,8.0,27.0,1.0,0.0,0.0,1.0,0.0,554309.24
1122,2010-09-03,7.0,49.84,2.773,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.3621607,9.017,70713.0,2010.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,532765.05
1123,2010-09-10,7.0,48.5,2.78,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.3958293,9.017,70713.0,2010.0,9.0,10.0,0.0,1.0,0.0,1.0,0.0,535769.32
1124,2010-09-17,7.0,48.56,2.8,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.4688287,9.017,70713.0,2010.0,9.0,17.0,1.0,0.0,0.0,1.0,0.0,489408.53
1125,2010-09-24,7.0,47.55,2.793,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.5713264,9.017,70713.0,2010.0,9.0,24.0,1.0,0.0,0.0,1.0,0.0,488008.83
1126,2010-10-01,7.0,49.99,2.759,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.6738241,9.137,70713.0,2010.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,448998.73
1127,2010-10-08,7.0,44.13,2.745,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.7763218,9.137,70713.0,2010.0,10.0,8.0,1.0,0.0,0.0,1.0,0.0,480239.88
1128,2010-10-15,7.0,35.86,2.762,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.8623087,9.137,70713.0,2010.0,10.0,15.0,1.0,0.0,0.0,1.0,0.0,463370.48
1129,2010-10-22,7.0,36.84,2.762,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.9070184,9.137,70713.0,2010.0,10.0,22.0,1.0,0.0,0.0,1.0,0.0,472450.81
1130,2010-10-29,7.0,34.78,2.748,4740.545,364.57,36.26,1176.0925,2726.2075000000004,190.951728,9.137,70713.0,2010.0,10.0,29.0,1.0,0.0,0.0,1.0,0.0,465493.15
